issue,issue_kind,restated_from,target_fiscal_year,real_low,real_high,real_median,cpi_low,cpi_high,cpi_median,cpi_extax_low,cpi_extax_high,cpi_extax_median,source_url,notes
2021-01,main,,2020,-5.7,-5.4,-5.6,-0.7,-0.5,-0.5,-0.8,-0.6,-0.6,https://www.boj.or.jp/mopo/outlook/gor2101a.pdf,
2021-01,main,,2021,3.3,4.0,3.9,0.3,0.5,0.5,0.3,0.5,0.5,https://www.boj.or.jp/mopo/outlook/gor2101a.pdf,第3列はCPIと同一セルとして結合表示(税制影響なし)。中央値0.5は上限値と同値(原資料どおり)。
2021-01,main,,2022,1.5,2.0,1.8,0.7,0.8,0.7,0.7,0.8,0.7,https://www.boj.or.jp/mopo/outlook/gor2101a.pdf,第3列はCPIと同一セルとして結合表示(税制影響なし)。中央値0.7は下限値と同値(原資料どおり)。
2021-01,restated,2020-10,2020,-5.6,-5.3,-5.5,-0.7,-0.5,-0.6,-0.8,-0.6,-0.7,https://www.boj.or.jp/mopo/outlook/gor2101a.pdf,10月時点の見通し(2020年10月号)の再掲。
2021-01,restated,2020-10,2021,3.0,3.8,3.6,0.2,0.6,0.4,0.2,0.6,0.4,https://www.boj.or.jp/mopo/outlook/gor2101a.pdf,10月時点の見通し(2020年10月号)の再掲。第3列はCPIと同一セルとして結合表示(税制影響なし)。
2021-01,restated,2020-10,2022,1.5,1.8,1.6,0.4,0.7,0.7,0.4,0.7,0.7,https://www.boj.or.jp/mopo/outlook/gor2101a.pdf,10月時点の見通し(2020年10月号)の再掲。第3列はCPIと同一セルとして結合表示(税制影響なし)。中央値0.7は上限値と同値(原資料どおり)。
2021-04,main,,2020,-5.0,-4.9,-4.9,-0.4,-0.4,-0.4,,,,https://www.boj.or.jp/mopo/outlook/gor2104a.pdf,この号から第3列(消費税・教育無償化調整)が廃止(表は2列のみ)。CPI(除く生鮮食品)は単一値で注3により実績値。
2021-04,main,,2021,3.6,4.4,4.0,0.0,0.2,0.1,,,,https://www.boj.or.jp/mopo/outlook/gor2104a.pdf,
2021-04,main,,2022,2.1,2.5,2.4,0.5,0.9,0.8,,,,https://www.boj.or.jp/mopo/outlook/gor2104a.pdf,
2021-04,main,,2023,1.2,1.5,1.3,0.7,1.0,1.0,,,,https://www.boj.or.jp/mopo/outlook/gor2104a.pdf,この号で初めて視野に入った年度のため再掲行なし。
2021-04,restated,2021-01,2020,-5.7,-5.4,-5.6,-0.7,-0.5,-0.5,,,,https://www.boj.or.jp/mopo/outlook/gor2104a.pdf,1月時点の見通し(2021年1月号)の再掲。第3列はこの号にそもそも存在しない。
2021-04,restated,2021-01,2021,3.3,4.0,3.9,0.3,0.5,0.5,,,,https://www.boj.or.jp/mopo/outlook/gor2104a.pdf,1月時点の見通し(2021年1月号)の再掲。
2021-04,restated,2021-01,2022,1.5,2.0,1.8,0.7,0.8,0.7,,,,https://www.boj.or.jp/mopo/outlook/gor2104a.pdf,1月時点の見通し(2021年1月号)の再掲。
2021-07,main,,2021,3.5,4.0,3.8,0.3,0.6,0.6,,,,https://www.boj.or.jp/mopo/outlook/gor2107a.pdf,第3列なし(2021年4月号以降廃止)。
2021-07,main,,2022,2.6,2.9,2.7,0.8,1.0,0.9,,,,https://www.boj.or.jp/mopo/outlook/gor2107a.pdf,
2021-07,main,,2023,1.2,1.4,1.3,0.9,1.1,1.0,,,,https://www.boj.or.jp/mopo/outlook/gor2107a.pdf,
2021-07,restated,2021-04,2021,3.6,4.4,4.0,0.0,0.2,0.1,,,,https://www.boj.or.jp/mopo/outlook/gor2107a.pdf,4月時点の見通し(2021年4月号)の再掲。
2021-07,restated,2021-04,2022,2.1,2.5,2.4,0.5,0.9,0.8,,,,https://www.boj.or.jp/mopo/outlook/gor2107a.pdf,4月時点の見通し(2021年4月号)の再掲。
2021-07,restated,2021-04,2023,1.2,1.5,1.3,0.7,1.0,1.0,,,,https://www.boj.or.jp/mopo/outlook/gor2107a.pdf,4月時点の見通し(2021年4月号)の再掲。
2021-10,main,,2021,3.0,3.6,3.4,0.0,0.2,0.0,,,,https://www.boj.or.jp/mopo/outlook/gor2110a.pdf,第3列なし。CPI中央値0.0は原資料どおり(符号なし)。
2021-10,main,,2022,2.7,3.0,2.9,0.8,1.0,0.9,,,,https://www.boj.or.jp/mopo/outlook/gor2110a.pdf,
2021-10,main,,2023,1.2,1.4,1.3,0.9,1.2,1.0,,,,https://www.boj.or.jp/mopo/outlook/gor2110a.pdf,
2021-10,restated,2021-07,2021,3.5,4.0,3.8,0.3,0.6,0.6,,,,https://www.boj.or.jp/mopo/outlook/gor2110a.pdf,7月時点の見通し(2021年7月号)の再掲。
2021-10,restated,2021-07,2022,2.6,2.9,2.7,0.8,1.0,0.9,,,,https://www.boj.or.jp/mopo/outlook/gor2110a.pdf,7月時点の見通し(2021年7月号)の再掲。
2021-10,restated,2021-07,2023,1.2,1.4,1.3,0.9,1.1,1.0,,,,https://www.boj.or.jp/mopo/outlook/gor2110a.pdf,7月時点の見通し(2021年7月号)の再掲。
2022-01,main,,2021,2.7,2.9,2.8,0.0,0.1,0.0,,,,https://www.boj.or.jp/mopo/outlook/gor2201a.pdf,第3列なし。コアコア列はまだ無い号。CPI中央値0.0は原資料どおり(符号なし)。
2022-01,main,,2022,3.3,4.1,3.8,1.0,1.2,1.1,,,,https://www.boj.or.jp/mopo/outlook/gor2201a.pdf,
2022-01,main,,2023,1.0,1.4,1.1,1.0,1.3,1.1,,,,https://www.boj.or.jp/mopo/outlook/gor2201a.pdf,
2022-01,restated,2021-10,2021,3.0,3.6,3.4,0.0,0.2,0.0,,,,https://www.boj.or.jp/mopo/outlook/gor2201a.pdf,10月時点の見通し(2021年10月号)の再掲。
2022-01,restated,2021-10,2022,2.7,3.0,2.9,0.8,1.0,0.9,,,,https://www.boj.or.jp/mopo/outlook/gor2201a.pdf,10月時点の見通し(2021年10月号)の再掲。
2022-01,restated,2021-10,2023,1.2,1.4,1.3,0.9,1.2,1.0,,,,https://www.boj.or.jp/mopo/outlook/gor2201a.pdf,10月時点の見通し(2021年10月号)の再掲。
2022-04,main,,2021,2.0,2.2,2.1,0.1,0.1,0.1,,,,https://www.boj.or.jp/mopo/outlook/gor2204a.pdf,CPI(除く生鮮食品)は単一値(実績値、注3)。コアコア(除く生鮮食品・エネルギー)は単一値 -0.8(実績値とみられる、範囲・中央値表記なし)
2022-04,main,,2022,2.6,3.0,2.9,1.8,2.0,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2204a.pdf,コアコア(除く生鮮食品・エネルギー): 0.8〜1.0 <0.9>
2022-04,main,,2023,1.5,2.1,1.9,0.9,1.3,1.1,,,,https://www.boj.or.jp/mopo/outlook/gor2204a.pdf,コアコア(除く生鮮食品・エネルギー): 1.1〜1.3 <1.2>
2022-04,main,,2024,1.1,1.3,1.1,1.0,1.3,1.1,,,,https://www.boj.or.jp/mopo/outlook/gor2204a.pdf,コアコア(除く生鮮食品・エネルギー): 1.2〜1.5 <1.5>。2022年1月号にこの年度の見通しなし(再掲行なし)
2022-04,restated,2022-01,2021,2.7,2.9,2.8,0.0,0.1,0.0,,,,https://www.boj.or.jp/mopo/outlook/gor2204a.pdf,原資料が「――」表示(2022年1月号にコアコア列なし)
2022-04,restated,2022-01,2022,3.3,4.1,3.8,1.0,1.2,1.1,,,,https://www.boj.or.jp/mopo/outlook/gor2204a.pdf,原資料が「――」表示(2022年1月号にコアコア列なし)
2022-04,restated,2022-01,2023,1.0,1.4,1.1,1.0,1.3,1.1,,,,https://www.boj.or.jp/mopo/outlook/gor2204a.pdf,原資料が「――」表示(2022年1月号にコアコア列なし)
2022-07,main,,2022,2.2,2.5,2.4,2.2,2.4,2.3,,,,https://www.boj.or.jp/mopo/outlook/gor2207a.pdf,コアコア(除く生鮮食品・エネルギー): 1.2〜1.4 <1.3>
2022-07,main,,2023,1.7,2.1,2.0,1.2,1.5,1.4,,,,https://www.boj.or.jp/mopo/outlook/gor2207a.pdf,コアコア(除く生鮮食品・エネルギー): 1.2〜1.4 <1.4>
2022-07,main,,2024,1.1,1.5,1.3,1.1,1.5,1.3,,,,https://www.boj.or.jp/mopo/outlook/gor2207a.pdf,コアコア(除く生鮮食品・エネルギー): 1.4〜1.7 <1.5>
2022-07,restated,2022-04,2022,2.6,3.0,2.9,1.8,2.0,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2207a.pdf,コアコア(除く生鮮食品・エネルギー): 0.8〜1.0 <0.9>
2022-07,restated,2022-04,2023,1.5,2.1,1.9,0.9,1.3,1.1,,,,https://www.boj.or.jp/mopo/outlook/gor2207a.pdf,コアコア(除く生鮮食品・エネルギー): 1.1〜1.3 <1.2>
2022-07,restated,2022-04,2024,1.1,1.3,1.1,1.0,1.3,1.1,,,,https://www.boj.or.jp/mopo/outlook/gor2207a.pdf,コアコア(除く生鮮食品・エネルギー): 1.2〜1.5 <1.5>
2022-10,main,,2022,1.8,2.1,2.0,2.8,2.9,2.9,,,,https://www.boj.or.jp/mopo/outlook/gor2210a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜1.9 <1.8>
2022-10,main,,2023,1.5,2.0,1.9,1.5,1.8,1.6,,,,https://www.boj.or.jp/mopo/outlook/gor2210a.pdf,コアコア(除く生鮮食品・エネルギー): 1.5〜1.8 <1.6>
2022-10,main,,2024,1.3,1.6,1.5,1.5,1.9,1.6,,,,https://www.boj.or.jp/mopo/outlook/gor2210a.pdf,コアコア(除く生鮮食品・エネルギー): 1.5〜1.8 <1.6>
2022-10,restated,2022-07,2022,2.2,2.5,2.4,2.2,2.4,2.3,,,,https://www.boj.or.jp/mopo/outlook/gor2210a.pdf,コアコア(除く生鮮食品・エネルギー): 1.2〜1.4 <1.3>
2022-10,restated,2022-07,2023,1.7,2.1,2.0,1.2,1.5,1.4,,,,https://www.boj.or.jp/mopo/outlook/gor2210a.pdf,コアコア(除く生鮮食品・エネルギー): 1.2〜1.4 <1.4>
2022-10,restated,2022-07,2024,1.1,1.5,1.3,1.1,1.5,1.3,,,,https://www.boj.or.jp/mopo/outlook/gor2210a.pdf,コアコア(除く生鮮食品・エネルギー): 1.4〜1.7 <1.5>
2023-01,main,,2022,1.9,2.0,1.9,3.0,3.0,3.0,,,,https://www.boj.or.jp/mopo/outlook/gor2301a.pdf,コアコア(除く生鮮食品・エネルギー): 2.1〜2.1 <2.1>
2023-01,main,,2023,1.5,1.9,1.7,1.6,1.8,1.6,,,,https://www.boj.or.jp/mopo/outlook/gor2301a.pdf,コアコア(除く生鮮食品・エネルギー): 1.7〜1.9 <1.8>
2023-01,main,,2024,0.9,1.3,1.1,1.8,1.9,1.8,,,,https://www.boj.or.jp/mopo/outlook/gor2301a.pdf,コアコア(除く生鮮食品・エネルギー): 1.5〜1.8 <1.6>
2023-01,restated,2022-10,2022,1.8,2.1,2.0,2.8,2.9,2.9,,,,https://www.boj.or.jp/mopo/outlook/gor2301a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜1.9 <1.8>
2023-01,restated,2022-10,2023,1.5,2.0,1.9,1.5,1.8,1.6,,,,https://www.boj.or.jp/mopo/outlook/gor2301a.pdf,コアコア(除く生鮮食品・エネルギー): 1.5〜1.8 <1.6>
2023-01,restated,2022-10,2024,1.3,1.6,1.5,1.5,1.9,1.6,,,,https://www.boj.or.jp/mopo/outlook/gor2301a.pdf,コアコア(除く生鮮食品・エネルギー): 1.5〜1.8 <1.6>
2023-04,main,,2022,1.2,1.2,1.2,3.0,3.0,3.0,,,,https://www.boj.or.jp/mopo/outlook/gor2304a.pdf,CPI(除く生鮮食品)は単一値(実績値、注3)。コアコア(除く生鮮食品・エネルギー)は単一値 +2.2(実績値とみられる、範囲・中央値表記なし)
2023-04,main,,2023,1.1,1.5,1.4,1.7,2.0,1.8,,,,https://www.boj.or.jp/mopo/outlook/gor2304a.pdf,コアコア(除く生鮮食品・エネルギー): 2.5〜2.7 <2.5>
2023-04,main,,2024,1.0,1.3,1.2,1.8,2.1,2.0,,,,https://www.boj.or.jp/mopo/outlook/gor2304a.pdf,コアコア(除く生鮮食品・エネルギー): 1.5〜1.8 <1.7>
2023-04,main,,2025,1.0,1.1,1.0,1.6,1.9,1.6,,,,https://www.boj.or.jp/mopo/outlook/gor2304a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.0 <1.8>。2023年1月号にこの年度の見通しなし(再掲行なし)
2023-04,restated,2023-01,2022,1.9,2.0,1.9,3.0,3.0,3.0,,,,https://www.boj.or.jp/mopo/outlook/gor2304a.pdf,コアコア(除く生鮮食品・エネルギー): 2.1〜2.1 <2.1>
2023-04,restated,2023-01,2023,1.5,1.9,1.7,1.6,1.8,1.6,,,,https://www.boj.or.jp/mopo/outlook/gor2304a.pdf,コアコア(除く生鮮食品・エネルギー): 1.7〜1.9 <1.8>
2023-04,restated,2023-01,2024,0.9,1.3,1.1,1.8,1.9,1.8,,,,https://www.boj.or.jp/mopo/outlook/gor2304a.pdf,コアコア(除く生鮮食品・エネルギー): 1.5〜1.8 <1.6>
2023-07,main,,2023,1.2,1.5,1.3,2.4,2.7,2.5,,,,https://www.boj.or.jp/mopo/outlook/gor2307a.pdf,コアコア(除く生鮮食品・エネルギー): 3.1〜3.3 <3.2>
2023-07,main,,2024,1.0,1.3,1.2,1.8,2.2,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2307a.pdf,コアコア(除く生鮮食品・エネルギー): 1.5〜2.0 <1.7>
2023-07,main,,2025,1.0,1.2,1.0,1.6,2.0,1.6,,,,https://www.boj.or.jp/mopo/outlook/gor2307a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.2 <1.8>
2023-07,restated,2023-04,2023,1.1,1.5,1.4,1.7,2.0,1.8,,,,https://www.boj.or.jp/mopo/outlook/gor2307a.pdf,コアコア(除く生鮮食品・エネルギー): 2.5〜2.7 <2.5>
2023-07,restated,2023-04,2024,1.0,1.3,1.2,1.8,2.1,2.0,,,,https://www.boj.or.jp/mopo/outlook/gor2307a.pdf,コアコア(除く生鮮食品・エネルギー): 1.5〜1.8 <1.7>
2023-07,restated,2023-04,2025,1.0,1.1,1.0,1.6,1.9,1.6,,,,https://www.boj.or.jp/mopo/outlook/gor2307a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.0 <1.8>
2023-10,main,,2023,1.8,2.0,2.0,2.7,3.0,2.8,,,,https://www.boj.or.jp/mopo/outlook/gor2310a.pdf,コアコア(除く生鮮食品・エネルギー): 3.5〜3.9 <3.8>
2023-10,main,,2024,0.9,1.4,1.0,2.7,3.1,2.8,,,,https://www.boj.or.jp/mopo/outlook/gor2310a.pdf,コアコア(除く生鮮食品・エネルギー): 1.6〜2.1 <1.9>
2023-10,main,,2025,0.8,1.2,1.0,1.6,2.0,1.7,,,,https://www.boj.or.jp/mopo/outlook/gor2310a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.2 <1.9>
2023-10,restated,2023-07,2023,1.2,1.5,1.3,2.4,2.7,2.5,,,,https://www.boj.or.jp/mopo/outlook/gor2310a.pdf,コアコア(除く生鮮食品・エネルギー): 3.1〜3.3 <3.2>
2023-10,restated,2023-07,2024,1.0,1.3,1.2,1.8,2.2,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2310a.pdf,コアコア(除く生鮮食品・エネルギー): 1.5〜2.0 <1.7>
2023-10,restated,2023-07,2025,1.0,1.2,1.0,1.6,2.0,1.6,,,,https://www.boj.or.jp/mopo/outlook/gor2310a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.2 <1.8>
2024-01,main,,2023,1.6,1.9,1.8,2.8,2.9,2.8,,,,https://www.boj.or.jp/mopo/outlook/gor2401a.pdf,コアコア(除く生鮮食品・エネルギー): 3.7〜3.9 <3.8>
2024-01,main,,2024,1.0,1.2,1.2,2.2,2.5,2.4,,,,https://www.boj.or.jp/mopo/outlook/gor2401a.pdf,コアコア(除く生鮮食品・エネルギー): 1.6〜2.1 <1.9>
2024-01,main,,2025,1.0,1.2,1.0,1.6,1.9,1.8,,,,https://www.boj.or.jp/mopo/outlook/gor2401a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.0 <1.9>
2024-01,restated,2023-10,2023,1.8,2.0,2.0,2.7,3.0,2.8,,,,https://www.boj.or.jp/mopo/outlook/gor2401a.pdf,コアコア(除く生鮮食品・エネルギー): 3.5〜3.9 <3.8>
2024-01,restated,2023-10,2024,0.9,1.4,1.0,2.7,3.1,2.8,,,,https://www.boj.or.jp/mopo/outlook/gor2401a.pdf,コアコア(除く生鮮食品・エネルギー): 1.6〜2.1 <1.9>
2024-01,restated,2023-10,2025,0.8,1.2,1.0,1.6,2.0,1.7,,,,https://www.boj.or.jp/mopo/outlook/gor2401a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.2 <1.9>
2024-04,main,,2023,1.3,1.4,1.3,2.8,2.8,2.8,,,,https://www.boj.or.jp/mopo/outlook/gor2404a.pdf,CPI(除く生鮮食品)は単一値(実績値、注3)。コアコア(除く生鮮食品・エネルギー)は単一値 +3.9(実績値とみられる、範囲・中央値表記なし)
2024-04,main,,2024,0.7,1.0,0.8,2.6,3.0,2.8,,,,https://www.boj.or.jp/mopo/outlook/gor2404a.pdf,コアコア(除く生鮮食品・エネルギー): 1.7〜2.1 <1.9>
2024-04,main,,2025,0.8,1.1,1.0,1.7,2.1,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2404a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.0 <1.9>
2024-04,main,,2026,0.8,1.0,1.0,1.6,2.0,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2404a.pdf,コアコア(除く生鮮食品・エネルギー): 1.9〜2.1 <2.1>。2024年1月号にこの年度の見通しなし(再掲行なし)
2024-04,restated,2024-01,2023,1.6,1.9,1.8,2.8,2.9,2.8,,,,https://www.boj.or.jp/mopo/outlook/gor2404a.pdf,コアコア(除く生鮮食品・エネルギー): 3.7〜3.9 <3.8>
2024-04,restated,2024-01,2024,1.0,1.2,1.2,2.2,2.5,2.4,,,,https://www.boj.or.jp/mopo/outlook/gor2404a.pdf,コアコア(除く生鮮食品・エネルギー): 1.6〜2.1 <1.9>
2024-04,restated,2024-01,2025,1.0,1.2,1.0,1.6,1.9,1.8,,,,https://www.boj.or.jp/mopo/outlook/gor2404a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.0 <1.9>
2024-07,main,,2024,0.5,0.7,0.6,2.5,2.6,2.5,,,,https://www.boj.or.jp/mopo/outlook/gor2407a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.0 <1.9>
2024-07,main,,2025,0.9,1.1,1.0,2.0,2.3,2.1,,,,https://www.boj.or.jp/mopo/outlook/gor2407a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.0 <1.9>
2024-07,main,,2026,0.8,1.0,1.0,1.8,2.0,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2407a.pdf,コアコア(除く生鮮食品・エネルギー): 1.9〜2.2 <2.1>
2024-07,restated,2024-04,2024,0.7,1.0,0.8,2.6,3.0,2.8,,,,https://www.boj.or.jp/mopo/outlook/gor2407a.pdf,コアコア(除く生鮮食品・エネルギー): 1.7〜2.1 <1.9>
2024-07,restated,2024-04,2025,0.8,1.1,1.0,1.7,2.1,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2407a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.0 <1.9>
2024-07,restated,2024-04,2026,0.8,1.0,1.0,1.6,2.0,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2407a.pdf,コアコア(除く生鮮食品・エネルギー): 1.9〜2.1 <2.1>
2024-10,main,,2024,0.5,0.7,0.6,2.4,2.5,2.5,,,,https://www.boj.or.jp/mopo/outlook/gor2410a.pdf,コアコア(除く生鮮食品・エネルギー): 1.9〜2.1 <2.0>
2024-10,main,,2025,1.0,1.2,1.1,1.7,2.1,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2410a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.0 <1.9>
2024-10,main,,2026,0.8,1.1,1.0,1.8,2.0,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2410a.pdf,コアコア(除く生鮮食品・エネルギー): 1.9〜2.2 <2.1>
2024-10,restated,2024-07,2024,0.5,0.7,0.6,2.5,2.6,2.5,,,,https://www.boj.or.jp/mopo/outlook/gor2410a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.0 <1.9>
2024-10,restated,2024-07,2025,0.9,1.1,1.0,2.0,2.3,2.1,,,,https://www.boj.or.jp/mopo/outlook/gor2410a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.0 <1.9>
2024-10,restated,2024-07,2026,0.8,1.0,1.0,1.8,2.0,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2410a.pdf,コアコア(除く生鮮食品・エネルギー): 1.9〜2.2 <2.1>
2025-01,main,,2024,0.4,0.6,0.5,2.6,2.8,2.7,,,,https://www.boj.or.jp/mopo/outlook/gor2501a.pdf,コアコア(除く生鮮食品・エネルギー): 2.1〜2.3 <2.2>
2025-01,main,,2025,0.9,1.1,1.1,2.2,2.6,2.4,,,,https://www.boj.or.jp/mopo/outlook/gor2501a.pdf,コアコア(除く生鮮食品・エネルギー): 2.0〜2.3 <2.1>
2025-01,main,,2026,0.8,1.0,1.0,1.8,2.1,2.0,,,,https://www.boj.or.jp/mopo/outlook/gor2501a.pdf,コアコア(除く生鮮食品・エネルギー): 1.9〜2.2 <2.1>
2025-01,restated,2024-10,2024,0.5,0.7,0.6,2.4,2.5,2.5,,,,https://www.boj.or.jp/mopo/outlook/gor2501a.pdf,コアコア(除く生鮮食品・エネルギー): 1.9〜2.1 <2.0>
2025-01,restated,2024-10,2025,1.0,1.2,1.1,1.7,2.1,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2501a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.0 <1.9>
2025-01,restated,2024-10,2026,0.8,1.1,1.0,1.8,2.0,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2501a.pdf,コアコア(除く生鮮食品・エネルギー): 1.9〜2.2 <2.1>
2025-04,main,,2024,0.7,0.7,0.7,2.7,2.7,2.7,,,,https://www.boj.or.jp/mopo/outlook/gor2504a.pdf,消費者物価指数(除く生鮮食品)は単一値(実績値、注3)。コアコア(除く生鮮食品・エネルギー)も単一値(実績値): 2.3
2025-04,main,,2025,0.4,0.6,0.5,2.0,2.3,2.2,,,,https://www.boj.or.jp/mopo/outlook/gor2504a.pdf,コアコア(除く生鮮食品・エネルギー): 2.2〜2.4 <2.3>
2025-04,main,,2026,0.6,0.8,0.7,1.6,1.8,1.7,,,,https://www.boj.or.jp/mopo/outlook/gor2504a.pdf,コアコア(除く生鮮食品・エネルギー): 1.7〜2.0 <1.8>
2025-04,main,,2027,0.8,1.0,1.0,1.8,2.0,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2504a.pdf,コアコア(除く生鮮食品・エネルギー): 1.9〜2.1 <2.0>。前号(2025-01)にこの年度の見通しが無いため再掲行なし
2025-04,restated,2025-01,2024,0.4,0.6,0.5,2.6,2.8,2.7,,,,https://www.boj.or.jp/mopo/outlook/gor2504a.pdf,コアコア(除く生鮮食品・エネルギー): 2.1〜2.3 <2.2>
2025-04,restated,2025-01,2025,0.9,1.1,1.1,2.2,2.6,2.4,,,,https://www.boj.or.jp/mopo/outlook/gor2504a.pdf,コアコア(除く生鮮食品・エネルギー): 2.0〜2.3 <2.1>
2025-04,restated,2025-01,2026,0.8,1.0,1.0,1.8,2.1,2.0,,,,https://www.boj.or.jp/mopo/outlook/gor2504a.pdf,コアコア(除く生鮮食品・エネルギー): 1.9〜2.2 <2.1>
2025-07,main,,2025,0.5,0.7,0.6,2.7,2.8,2.7,,,,https://www.boj.or.jp/mopo/outlook/gor2507a.pdf,コアコア(除く生鮮食品・エネルギー): 2.8〜3.0 <2.8>
2025-07,main,,2026,0.7,0.9,0.7,1.6,2.0,1.8,,,,https://www.boj.or.jp/mopo/outlook/gor2507a.pdf,コアコア(除く生鮮食品・エネルギー): 1.7〜2.1 <1.9>
2025-07,main,,2027,0.9,1.0,1.0,1.8,2.0,2.0,,,,https://www.boj.or.jp/mopo/outlook/gor2507a.pdf,コアコア(除く生鮮食品・エネルギー): 2.0〜2.1 <2.0>
2025-07,restated,2025-04,2025,0.4,0.6,0.5,2.0,2.3,2.2,,,,https://www.boj.or.jp/mopo/outlook/gor2507a.pdf,コアコア(除く生鮮食品・エネルギー): 2.2〜2.4 <2.3>
2025-07,restated,2025-04,2026,0.6,0.8,0.7,1.6,1.8,1.7,,,,https://www.boj.or.jp/mopo/outlook/gor2507a.pdf,コアコア(除く生鮮食品・エネルギー): 1.7〜2.0 <1.8>
2025-07,restated,2025-04,2027,0.8,1.0,1.0,1.8,2.0,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2507a.pdf,コアコア(除く生鮮食品・エネルギー): 1.9〜2.1 <2.0>
2025-10,main,,2025,0.6,0.8,0.7,2.7,2.9,2.7,,,,https://www.boj.or.jp/mopo/outlook/gor2510a.pdf,コアコア(除く生鮮食品・エネルギー): 2.8〜3.0 <2.8>
2025-10,main,,2026,0.6,0.8,0.7,1.6,2.0,1.8,,,,https://www.boj.or.jp/mopo/outlook/gor2510a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.2 <2.0>。(注3)ガソリン税旧暫定税率廃止は本見通しに未織り込み(廃止時CPI前年比を年間-0.2%pt程度押し下げと試算)
2025-10,main,,2027,0.7,1.1,1.0,1.8,2.0,2.0,,,,https://www.boj.or.jp/mopo/outlook/gor2510a.pdf,コアコア(除く生鮮食品・エネルギー): 2.0〜2.2 <2.0>。(注3)ガソリン税旧暫定税率廃止は本見通しに未織り込み
2025-10,restated,2025-07,2025,0.5,0.7,0.6,2.7,2.8,2.7,,,,https://www.boj.or.jp/mopo/outlook/gor2510a.pdf,コアコア(除く生鮮食品・エネルギー): 2.8〜3.0 <2.8>
2025-10,restated,2025-07,2026,0.7,0.9,0.7,1.6,2.0,1.8,,,,https://www.boj.or.jp/mopo/outlook/gor2510a.pdf,コアコア(除く生鮮食品・エネルギー): 1.7〜2.1 <1.9>
2025-10,restated,2025-07,2027,0.9,1.0,1.0,1.8,2.0,2.0,,,,https://www.boj.or.jp/mopo/outlook/gor2510a.pdf,コアコア(除く生鮮食品・エネルギー): 2.0〜2.1 <2.0>
2026-01,main,,2025,0.8,0.9,0.9,2.7,2.8,2.7,,,,https://www.boj.or.jp/mopo/outlook/gor2601a.pdf,コアコア(除く生鮮食品・エネルギー): 2.9〜3.1 <3.0>
2026-01,main,,2026,0.8,1.0,1.0,1.9,2.0,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2601a.pdf,コアコア(除く生鮮食品・エネルギー): 2.0〜2.3 <2.2>
2026-01,main,,2027,0.8,1.0,0.8,1.9,2.2,2.0,,,,https://www.boj.or.jp/mopo/outlook/gor2601a.pdf,コアコア(除く生鮮食品・エネルギー): 2.0〜2.3 <2.1>
2026-01,restated,2025-10,2025,0.6,0.8,0.7,2.7,2.9,2.7,,,,https://www.boj.or.jp/mopo/outlook/gor2601a.pdf,コアコア(除く生鮮食品・エネルギー): 2.8〜3.0 <2.8>
2026-01,restated,2025-10,2026,0.6,0.8,0.7,1.6,2.0,1.8,,,,https://www.boj.or.jp/mopo/outlook/gor2601a.pdf,コアコア(除く生鮮食品・エネルギー): 1.8〜2.2 <2.0>
